mode,initial_budget,dca_levels,first_level,level_step,num_levels,take_profit_percent,stop_loss_percent,roi,net_pnl,total_trades,win_rate,stop_loss_rate,avg_trade_pnl,avg_trade_duration_days,largest_loss,largest_profit,error
short,1000,"[5, 9, 13]",5,4,3,3,25,-185.4078,-1854.08,329,86.63,13.37,-5.64,3.63,-147.82,30.0,
short,1000,"[5, 10, 15, 20, 25]",5,5,5,7,25,-185.9908,-1859.91,172,69.19,30.81,-10.81,8.78,-91.09,56.0,
short,1000,"[5, 8, 11, 14, 17, 20]",5,3,6,7,20,-186.1519,-1861.52,210,62.86,37.14,-8.86,7.17,-68.89,58.33,
short,1000,"[6, 10, 14, 18, 22]",6,4,5,6,25,-187.0528,-1870.53,192,72.92,27.08,-9.74,6.91,-99.2,60.0,
short,1000,"[5, 10, 15]",5,5,3,7,30,-187.3946,-1873.95,131,74.05,25.95,-14.3,12.05,-183.45,70.0,
short,1000,"[5, 10, 15]",5,5,3,3,25,-187.9013,-1879.01,322,86.34,13.66,-5.84,3.74,-137.93,30.0,
short,1000,"[5, 8, 11, 14, 17]",5,3,5,5,30,-188.1025,-1881.02,198,82.32,17.68,-9.5,7.51,-172.89,50.0,
short,1000,"[5, 9, 13]",5,4,3,3,20,-188.1594,-1881.59,414,83.33,16.67,-4.54,2.69,-101.91,30.0,
short,1000,"[5, 10, 15, 20]",5,5,4,6,20,-189.0579,-1890.58,236,66.53,33.47,-8.01,6.12,-69.31,45.0,
short,1000,"[8, 11, 14, 17]",8,3,4,6,25,-189.2111,-1892.11,170,70.0,30.0,-11.13,6.22,-112.1,60.0,
short,1000,"[6, 10, 14, 18]",6,4,4,6,20,-189.3165,-1893.16,230,65.65,34.35,-8.23,5.51,-73.14,60.0,
short,1000,"[5, 9, 13, 17, 21]",5,4,5,5,25,-189.7917,-1897.92,241,78.84,21.16,-7.88,5.81,-108.98,50.0,
short,1000,"[6, 11, 16]",6,5,3,7,30,-190.2644,-1902.64,132,72.73,27.27,-14.41,11.18,-172.76,70.0,
short,1000,"[5, 9, 13, 17]",5,4,4,6,30,-190.2707,-1902.71,162,78.4,21.6,-11.75,9.68,-173.08,60.0,
short,1000,"[7, 11, 15]",7,4,3,7,20,-190.6106,-1906.11,199,60.3,39.7,-9.58,6.06,-82.02,70.0,
short,1000,"[7, 11, 15, 19]",7,4,4,6,25,-190.7452,-1907.45,185,71.89,28.11,-10.31,6.58,-107.93,60.0,
short,1000,"[7, 10, 13, 16, 19, 22]",7,3,6,7,25,-190.8183,-1908.18,167,68.26,31.74,-11.43,7.63,-93.9,70.0,
short,1000,"[7, 12, 17, 22]",7,5,4,6,25,-190.8721,-1908.72,180,70.56,29.44,-10.6,6.64,-94.32,60.0,
short,1000,"[6, 11, 16]",6,5,3,4,30,-191.3794,-1913.79,213,84.04,15.96,-8.98,6.12,-172.76,40.0,
short,1000,"[6, 9, 12]",6,3,3,3,20,-193.8746,-1938.75,376,82.18,17.82,-5.16,2.34,-101.47,30.0,
short,1000,"[5, 10, 15]",5,5,3,4,30,-194.3946,-1943.95,225,84.89,15.11,-8.64,6.3,-183.45,40.0,
short,1000,"[5, 9, 13, 17, 21]",5,4,5,6,20,-194.5172,-1945.17,240,66.67,33.33,-8.1,6.02,-66.27,48.0,
short,1000,"[6, 11, 16]",6,5,3,5,30,-194.6552,-1946.55,174,79.89,20.11,-11.19,8.14,-172.76,50.0,
short,1000,"[6, 9, 12, 15]",6,3,4,7,30,-194.7022,-1947.02,137,73.72,26.28,-14.21,10.76,-177.56,70.0,
short,1000,"[7, 10, 13, 16]",7,3,4,6,20,-195.7265,-1957.26,228,65.79,34.21,-8.58,4.93,-77.21,60.0,
short,1000,"[6, 9, 12, 15, 18]",6,3,5,6,20,-196.0612,-1960.61,235,66.38,33.62,-8.34,5.38,-72.97,60.0,
short,1000,"[8, 11, 14]",8,3,3,7,20,-196.7026,-1967.03,184,57.07,42.93,-10.69,5.68,-81.61,70.0,
short,1000,"[6, 11, 16, 21]",6,5,4,7,25,-197.7205,-1977.2,167,68.26,31.74,-11.84,8.38,-104.0,70.0,
short,1000,"[5, 9, 13, 17, 21]",5,4,5,7,25,-198.4895,-1984.9,177,70.62,29.38,-11.21,8.49,-108.98,70.0,
short,1000,"[7, 10, 13]",7,3,3,6,30,-198.6567,-1986.57,150,76.0,24.0,-13.24,9.05,-182.4,60.0,
short,1000,"[7, 10, 13]",7,3,3,7,30,-199.3234,-1993.23,130,72.31,27.69,-15.33,10.87,-182.4,70.0,
short,1000,"[5, 8, 11]",5,3,3,4,30,-199.6005,-1996.0,217,84.79,15.21,-9.2,6.65,-204.32,40.0,
short,1000,"[5, 10, 15]",5,5,3,5,30,-200.4062,-2004.06,188,81.38,18.62,-10.66,8.08,-183.45,50.0,
short,1000,"[6, 10, 14]",6,4,3,4,25,-200.6936,-2006.94,253,81.03,18.97,-7.93,4.66,-137.37,40.0,
short,1000,"[7, 10, 13]",7,3,3,6,20,-201.3134,-2013.13,228,65.79,34.21,-8.83,4.94,-91.45,60.0,
short,1000,"[6, 9, 12]",6,3,3,5,30,-203.0883,-2030.88,177,80.23,19.77,-11.47,7.94,-193.26,50.0,
short,1000,"[6, 9, 12, 15, 18, 21]",6,3,6,7,25,-203.6072,-2036.07,171,69.01,30.99,-11.91,8.11,-103.57,70.0,
short,1000,"[5, 10, 15]",5,5,3,4,25,-203.8674,-2038.67,275,82.18,17.82,-7.41,4.7,-137.93,40.0,
short,1000,"[5, 10, 15, 20]",5,5,4,7,20,-204.6268,-2046.27,199,60.8,39.2,-10.28,7.55,-69.31,52.5,
short,1000,"[5, 9, 13, 17]",5,4,4,4,25,-204.999,-2049.99,285,82.81,17.19,-7.19,4.49,-127.96,40.0,
short,1000,"[6, 10, 14, 18]",6,4,4,7,20,-205.3806,-2053.81,202,60.4,39.6,-10.17,6.67,-73.14,70.0,
short,1000,"[5, 8, 11, 14, 17]",5,3,5,6,20,-207.8487,-2078.49,252,68.65,31.35,-8.25,5.65,-82.66,60.0,
short,1000,"[5, 8, 11, 14]",5,3,4,5,30,-207.9059,-2079.06,189,81.48,18.52,-11.0,8.05,-188.33,50.0,
short,1000,"[6, 10, 14]",6,4,3,5,30,-208.3482,-2083.48,175,80.0,20.0,-11.91,8.22,-182.86,50.0,
short,1000,"[7, 10, 13]",7,3,3,5,20,-208.3567,-2083.57,251,69.72,30.28,-8.3,4.2,-91.45,50.0,
short,1000,"[7, 10, 13, 16]",7,3,4,7,20,-209.1973,-2091.97,199,60.3,39.7,-10.51,6.08,-77.21,70.0,
short,1000,"[5, 9, 13]",5,4,3,5,30,-209.7313,-2097.31,187,81.28,18.72,-11.22,8.09,-193.73,50.0,
short,1000,"[6, 10, 14]",6,4,3,7,30,-210.301,-2103.01,131,72.52,27.48,-16.05,11.31,-182.86,70.0,
short,1000,"[6, 11, 16]",6,5,3,7,20,-211.1169,-2111.17,201,60.7,39.3,-10.5,6.71,-82.55,70.0,
short,1000,"[6, 9, 12, 15]",6,3,4,6,30,-211.7022,-2117.02,155,76.77,23.23,-13.66,9.34,-177.56,60.0,
short,1000,"[7, 11, 15]",7,4,3,6,20,-211.944,-2119.44,220,64.09,35.91,-9.63,5.17,-82.02,60.0,
short,1000,"[6, 11, 16]",6,5,3,6,20,-212.1169,-2121.17,227,65.2,34.8,-9.34,5.75,-82.55,60.0,
short,1000,"[5, 9, 13, 17, 21]",5,4,5,6,25,-212.6895,-2126.9,200,74.0,26.0,-10.63,7.37,-108.98,60.0,
short,1000,"[5, 8, 11, 14, 17]",5,3,5,4,25,-213.2995,-2132.99,286,82.87,17.13,-7.46,4.48,-127.78,40.0,
short,1000,"[7, 10, 13, 16]",7,3,4,6,25,-213.3795,-2133.79,191,72.77,27.23,-11.17,6.26,-122.09,60.0,
short,1000,"[5, 8, 11, 14]",5,3,4,6,30,-215.9889,-2159.89,165,78.18,21.82,-13.09,9.3,-188.33,60.0,
short,1000,"[6, 10, 14]",6,4,3,6,30,-216.301,-2163.01,150,76.0,24.0,-14.42,9.65,-182.86,60.0,
short,1000,"[7, 11, 15]",7,4,3,5,25,-216.5551,-2165.55,205,75.12,24.88,-10.56,5.53,-127.1,50.0,
short,1000,"[5, 8, 11, 14]",5,3,4,4,20,-216.9017,-2169.02,347,78.39,21.61,-6.25,3.65,-96.92,40.0,
short,1000,"[7, 11, 15, 19]",7,4,4,7,25,-217.0816,-2170.82,167,67.66,32.34,-13.0,7.62,-107.93,70.0,
short,1000,"[5, 9, 13, 17]",5,4,4,7,20,-217.8728,-2178.73,204,62.25,37.75,-10.68,7.35,-82.84,70.0,
short,1000,"[6, 9, 12, 15]",6,3,4,7,20,-218.102,-2181.02,208,62.02,37.98,-10.49,6.48,-86.97,70.0,
short,1000,"[6, 9, 12, 15]",6,3,4,5,20,-218.4045,-2184.04,278,71.94,28.06,-7.86,4.29,-86.97,50.0,
short,1000,"[5, 10, 15]",5,5,3,6,30,-218.4178,-2184.18,158,77.22,22.78,-13.82,9.75,-183.45,60.0,
short,1000,"[6, 9, 12]",6,3,3,5,20,-219.8292,-2198.29,275,71.64,28.36,-7.99,4.36,-101.47,50.0,
short,1000,"[6, 9, 12]",6,3,3,7,30,-222.0812,-2220.81,129,72.09,27.91,-17.22,11.56,-193.26,70.0,
short,1000,"[5, 9, 13]",5,4,3,4,20,-222.4944,-2224.94,346,78.03,21.97,-6.43,3.65,-101.91,40.0,
short,1000,"[5, 9, 13]",5,4,3,7,30,-223.0646,-2230.65,131,73.28,26.72,-17.03,11.94,-193.73,70.0,
short,1000,"[5, 8, 11, 14, 17]",5,3,5,7,20,-223.3822,-2233.82,210,62.86,37.14,-10.64,7.17,-82.66,70.0,
short,1000,"[5, 8, 11, 14, 17, 20]",5,3,6,6,25,-224.1469,-2241.47,209,74.64,25.36,-10.72,6.93,-113.42,60.0,
short,1000,"[8, 11, 14]",8,3,3,6,20,-226.7026,-2267.03,201,60.7,39.3,-11.28,4.89,-81.61,60.0,
short,1000,"[6, 9, 12]",6,3,3,6,30,-227.7479,-2277.48,148,75.68,24.32,-15.39,9.82,-193.26,60.0,
short,1000,"[6, 9, 12]",6,3,3,4,25,-228.7726,-2287.73,252,80.56,19.44,-9.08,4.72,-147.37,40.0,
short,1000,"[5, 8, 11]",5,3,3,6,30,-229.5641,-2295.64,156,76.92,23.08,-14.72,9.91,-204.32,60.0,
short,1000,"[5, 10, 15, 20]",5,5,4,6,25,-229.9885,-2299.88,199,73.37,26.63,-11.56,7.38,-113.87,60.0,
short,1000,"[7, 10, 13]",7,3,3,7,20,-230.1251,-2301.25,197,59.9,40.1,-11.68,6.2,-91.45,70.0,
short,1000,"[5, 10, 15, 20]",5,5,4,7,25,-232.4885,-2324.88,172,69.19,30.81,-13.52,8.78,-113.87,70.0,
short,1000,"[6, 10, 14]",6,4,3,5,20,-233.2686,-2332.69,265,70.57,29.43,-8.8,4.56,-91.87,50.0,
short,1000,"[6, 9, 12, 15]",6,3,4,6,20,-234.102,-2341.02,233,66.09,33.91,-10.05,5.55,-86.97,60.0,
short,1000,"[8, 12, 16]",8,4,3,6,25,-234.2149,-2342.15,165,67.88,32.12,-14.19,6.35,-117.02,60.0,
short,1000,"[5, 8, 11, 14]",5,3,4,6,20,-234.6698,-2346.7,250,68.4,31.6,-9.39,5.73,-96.92,60.0,
short,1000,"[6, 9, 12]",6,3,3,4,20,-235.7204,-2357.2,312,75.96,24.04,-7.56,3.54,-101.47,40.0,
short,1000,"[5, 8, 11, 14, 17, 20]",5,3,6,7,25,-236.8227,-2368.23,185,70.81,29.19,-12.8,8.13,-113.42,70.0,
short,1000,"[6, 10, 14]",6,4,3,6,20,-237.7892,-2377.89,228,65.35,34.65,-10.43,5.68,-91.87,60.0,
short,1000,"[5, 9, 13]",5,4,3,6,30,-239.4379,-2394.38,158,77.22,22.78,-15.15,9.82,-193.73,60.0,
short,1000,"[5, 9, 13]",5,4,3,5,20,-239.8758,-2398.76,286,72.73,27.27,-8.39,4.84,-101.91,50.0,
short,1000,"[7, 10, 13, 16, 19]",7,3,5,7,25,-240.2921,-2402.92,165,67.27,32.73,-14.56,7.72,-107.76,70.0,
short,1000,"[6, 10, 14, 18]",6,4,4,6,25,-240.6344,-2406.34,190,72.11,27.89,-12.66,6.99,-117.86,60.0,
short,1000,"[6, 9, 12, 15]",6,3,4,5,25,-242.7809,-2427.81,227,77.09,22.91,-10.7,5.52,-132.27,50.0,
short,1000,"[5, 8, 11]",5,3,3,3,25,-244.8149,-2448.15,324,85.8,14.2,-7.56,3.73,-158.0,30.0,
short,1000,"[5, 10, 15]",5,5,3,5,20,-245.0772,-2450.77,281,71.89,28.11,-8.72,4.93,-92.41,50.0,
short,1000,"[6, 9, 12]",6,3,3,6,20,-245.6432,-2456.43,230,65.65,34.35,-10.68,5.7,-101.47,60.0,
short,1000,"[6, 9, 12, 15, 18]",6,3,5,7,25,-246.255,-2462.55,172,68.6,31.4,-14.32,8.05,-117.68,70.0,
short,1000,"[6, 9, 12]",6,3,3,7,20,-247.1239,-2471.24,207,61.35,38.65,-11.94,6.48,-101.47,70.0,
short,1000,"[7, 12, 17]",7,5,3,7,25,-247.565,-2475.65,165,66.67,33.33,-15.0,7.77,-117.56,70.0,
short,1000,"[5, 9, 13, 17]",5,4,4,6,20,-248.725,-2487.25,240,66.67,33.33,-10.36,6.02,-82.84,60.0,
short,1000,"[5, 9, 13, 17]",5,4,4,7,25,-249.4326,-2494.33,177,70.06,29.94,-14.09,8.46,-127.96,70.0,
short,1000,"[8, 13, 18]",8,5,3,7,25,-249.9301,-2499.3,141,61.7,38.3,-17.73,8.17,-107.64,70.0,
short,1000,"[5, 8, 11, 14]",5,3,4,5,20,-250.6698,-2506.7,289,72.66,27.34,-8.67,4.73,-96.92,50.0,
short,1000,"[6, 10, 14, 18]",6,4,4,7,25,-251.4199,-2514.2,167,67.66,32.34,-15.06,8.38,-117.86,70.0,
short,1000,"[6, 9, 12, 15, 18]",6,3,5,6,25,-251.455,-2514.55,196,72.45,27.55,-12.83,6.72,-117.68,60.0,
short,1000,"[5, 8, 11]",5,3,3,6,20,-251.4649,-2514.65,248,67.74,32.26,-10.14,5.78,-111.68,60.0,
short,1000,"[5, 10, 15]",5,5,3,6,20,-252.0772,-2520.77,236,66.53,33.47,-10.68,6.12,-92.41,60.0,
short,1000,"[7, 12, 17]",7,5,3,6,25,-252.8092,-2528.09,178,69.66,30.34,-14.2,6.73,-117.56,60.0,
short,1000,"[6, 11, 16]",6,5,3,7,25,-252.9904,-2529.9,168,67.86,32.14,-15.06,8.32,-127.65,70.0,
short,1000,"[7, 11, 15]",7,4,3,7,25,-253.3961,-2533.96,168,67.26,32.74,-15.08,7.55,-127.1,70.0,
short,1000,"[7, 10, 13]",7,3,3,6,25,-253.4087,-2534.09,190,71.58,28.42,-13.34,6.29,-136.93,60.0,
short,1000,"[5, 8, 11]",5,3,3,5,30,-253.8975,-2538.97,179,79.89,20.11,-14.18,8.44,-204.32,50.0,
short,1000,"[5, 10, 15]",5,5,3,5,25,-254.3735,-2543.74,237,77.64,22.36,-10.73,5.96,-137.93,50.0,
short,1000,"[5, 9, 13, 17]",5,4,4,5,25,-254.4326,-2544.33,239,77.82,22.18,-10.65,5.86,-127.96,50.0,
short,1000,"[5, 8, 11, 14, 17]",5,3,5,7,25,-254.5872,-2545.87,185,70.81,29.19,-13.76,8.15,-127.78,70.0,
short,1000,"[6, 11, 16]",6,5,3,5,25,-256.5585,-2565.58,214,75.23,24.77,-11.99,5.88,-127.65,50.0,
short,1000,"[6, 10, 14]",6,4,3,7,20,-256.643,-2566.43,201,60.2,39.8,-12.77,6.76,-91.87,70.0,
short,1000,"[6, 10, 14]",6,4,3,5,25,-261.3769,-2613.77,224,76.34,23.66,-11.67,5.63,-137.37,50.0,
short,1000,"[7, 10, 13]",7,3,3,5,25,-262.0232,-2620.23,203,74.38,25.62,-12.91,5.64,-136.93,50.0,
short,1000,"[6, 9, 12, 15]",6,3,4,7,25,-264.484,-2644.84,171,68.42,31.58,-15.47,8.15,-132.27,70.0,
short,1000,"[5, 8, 11]",5,3,3,4,20,-265.7949,-2657.95,339,76.99,23.01,-7.84,3.76,-111.68,40.0,
short,1000,"[5, 8, 11, 14, 17]",5,3,5,5,25,-265.9872,-2659.87,244,77.87,22.13,-10.9,5.61,-127.78,50.0,
short,1000,"[5, 8, 11, 14]",5,3,4,4,25,-267.3887,-2673.89,279,81.72,18.28,-9.58,4.7,-142.63,40.0,
short,1000,"[5, 8, 11, 14]",5,3,4,7,25,-271.4263,-2714.26,182,70.33,29.67,-14.91,8.35,-142.63,70.0,
short,1000,"[5, 8, 11, 14]",5,3,4,7,20,-272.1698,-2721.7,210,62.38,37.62,-12.96,7.15,-96.92,70.0,
short,1000,"[5, 8, 11]",5,3,3,5,20,-272.2966,-2722.97,279,71.68,28.32,-9.76,5.0,-111.68,50.0,
short,1000,"[5, 10, 15]",5,5,3,7,20,-272.8357,-2728.36,199,60.8,39.2,-13.71,7.55,-92.41,70.0,
short,1000,"[5, 8, 11]",5,3,3,7,30,-273.5641,-2735.64,128,71.88,28.12,-21.37,12.22,-204.32,70.0,
short,1000,"[5, 10, 15]",5,5,3,7,25,-273.7069,-2737.07,170,68.82,31.18,-16.1,8.92,-137.93,70.0,
short,1000,"[8, 12, 16]",8,4,3,7,25,-274.9526,-2749.53,148,62.84,37.16,-18.58,7.71,-117.02,70.0,
short,1000,"[7, 11, 15]",7,4,3,6,25,-275.0627,-2750.63,184,70.11,29.89,-14.95,6.58,-127.1,60.0,
short,1000,"[5, 9, 13]",5,4,3,7,20,-276.8758,-2768.76,204,61.76,38.24,-13.57,7.32,-101.91,70.0,
short,1000,"[8, 11, 14, 17]",8,3,4,7,25,-277.0511,-2770.51,148,62.84,37.16,-18.72,7.56,-112.1,70.0,
short,1000,"[6, 11, 16]",6,5,3,6,25,-278.089,-2780.89,192,71.35,28.65,-14.48,7.02,-127.65,60.0,
short,1000,"[6, 9, 12]",6,3,3,5,25,-279.1236,-2791.24,225,76.0,24.0,-12.41,5.58,-147.37,50.0,
short,1000,"[7, 10, 13, 16]",7,3,4,7,25,-279.5071,-2795.07,166,66.87,33.13,-16.84,7.65,-122.09,70.0,
short,1000,"[6, 10, 14]",6,4,3,6,25,-279.7803,-2797.8,190,71.58,28.42,-14.73,7.09,-137.37,60.0,
short,1000,"[5, 9, 13]",5,4,3,4,25,-280.6638,-2806.64,277,81.23,18.77,-10.13,4.7,-147.82,40.0,
short,1000,"[8, 11, 14]",8,3,3,6,25,-282.0446,-2820.45,163,66.87,33.13,-17.3,6.61,-126.67,60.0,
short,1000,"[5, 10, 15]",5,5,3,6,25,-282.8334,-2828.33,199,72.86,27.14,-14.21,7.38,-137.93,60.0,
short,1000,"[5, 8, 11]",5,3,3,6,25,-283.0178,-2830.18,205,73.17,26.83,-13.81,7.14,-158.0,60.0,
short,1000,"[6, 9, 12]",6,3,3,7,25,-284.7903,-2847.9,165,67.27,32.73,-17.26,8.49,-147.37,70.0,
short,1000,"[6, 9, 12, 15]",6,3,4,6,25,-284.9606,-2849.61,196,71.94,28.06,-14.54,6.82,-132.27,60.0,
short,1000,"[5, 8, 11, 14, 17]",5,3,5,6,25,-285.1647,-2851.65,210,73.81,26.19,-13.58,6.89,-127.78,60.0,
short,1000,"[5, 9, 13, 17]",5,4,4,6,25,-285.9785,-2859.79,200,73.0,27.0,-14.3,7.35,-127.96,60.0,
short,1000,"[8, 11, 14]",8,3,3,7,25,-286.0454,-2860.45,148,62.84,37.16,-19.33,7.6,-126.67,70.0,
short,1000,"[5, 9, 13]",5,4,3,7,25,-286.4458,-2864.46,172,69.19,30.81,-16.65,8.78,-147.82,70.0,
short,1000,"[6, 10, 14]",6,4,3,7,25,-286.7803,-2867.8,163,66.87,33.13,-17.59,8.66,-137.37,70.0,
short,1000,"[7, 10, 13]",7,3,3,7,25,-288.7681,-2887.68,164,66.46,33.54,-17.61,7.82,-136.93,70.0,
short,1000,"[5, 9, 13]",5,4,3,6,20,-289.2573,-2892.57,239,66.53,33.47,-12.1,6.09,-101.91,60.0,
short,1000,"[5, 8, 11, 14]",5,3,4,6,25,-290.9388,-2909.39,210,73.81,26.19,-13.85,6.93,-142.63,60.0,
short,1000,"[5, 8, 11]",5,3,3,7,25,-293.2175,-2932.18,174,68.97,31.03,-16.85,8.77,-158.0,70.0,
short,1000,"[5, 9, 13]",5,4,3,5,25,-294.8944,-2948.94,235,77.02,22.98,-12.55,6.04,-147.82,50.0,
short,1000,"[5, 8, 11]",5,3,3,7,20,-298.9632,-2989.63,206,61.65,38.35,-14.51,7.3,-111.68,70.0,
short,1000,"[6, 9, 12]",6,3,3,6,25,-302.5271,-3025.27,189,70.9,29.1,-16.01,7.17,-147.37,60.0,
short,1000,"[5, 8, 11]",5,3,3,3,20,-302.6233,-3026.23,410,81.71,18.29,-7.38,2.7,-111.68,30.0,
short,1000,"[5, 8, 11]",5,3,3,4,25,-305.4172,-3054.17,273,80.59,19.41,-11.19,4.85,-158.0,40.0,
short,1000,"[5, 8, 11, 14]",5,3,4,5,25,-305.6888,-3056.89,239,76.99,23.01,-12.79,5.81,-142.63,50.0,
short,1000,"[5, 9, 13]",5,4,3,6,25,-306.2278,-3062.28,197,72.59,27.41,-15.54,7.52,-147.82,60.0,
short,1000,"[5, 8, 11]",5,3,3,5,25,-315.6845,-3156.84,230,76.09,23.91,-13.73,6.15,-158.0,50.0,
