mode,initial_budget,dca_levels,first_level,level_step,num_levels,take_profit_percent,stop_loss_percent,roi,net_pnl,total_trades,win_rate,stop_loss_rate,avg_trade_pnl,avg_trade_duration_days,largest_loss,largest_profit,error
short,1000,"[8, 11, 14]",8,3,3,5,10,52.5724,525.72,343,31.78,73.18,1.53,0.88,-6.17,50.0,
short,1000,"[8, 11, 14]",8,3,3,4,10,51.2975,512.98,351,36.18,68.95,1.46,0.72,-6.17,40.0,
short,1000,"[8, 11, 14]",8,3,3,7,10,49.4592,494.59,327,25.99,80.12,1.51,1.13,-6.17,70.0,
short,1000,"[8, 11, 14, 17]",8,3,4,5,10,46.9079,469.08,343,31.78,73.18,1.37,0.88,-4.63,37.5,
short,1000,"[8, 11, 14, 17]",8,3,4,4,10,45.9518,459.52,351,36.18,68.95,1.31,0.72,-4.63,30.0,
short,1000,"[8, 11, 14, 17]",8,3,4,7,10,44.573,445.73,327,25.99,80.12,1.36,1.13,-4.63,52.5,
short,1000,"[8, 11, 14]",8,3,3,3,10,42.8857,428.86,359,41.5,63.23,1.19,0.49,-6.17,30.0,
short,1000,"[8, 11, 14]",8,3,3,6,10,42.8742,428.74,332,27.71,78.01,1.29,1.09,-6.17,60.0,
short,1000,"[8, 11, 14, 17, 20]",8,3,5,5,10,42.5263,425.26,343,31.78,73.18,1.24,0.88,-3.7,33.75,
short,1000,"[8, 12, 16]",8,4,3,4,10,42.0491,420.49,351,33.9,68.95,1.2,0.72,-6.17,26.67,
short,1000,"[8, 11, 14, 17, 20]",8,3,5,4,10,41.7614,417.61,351,36.18,68.95,1.19,0.72,-3.7,33.75,
short,1000,"[8, 12, 16]",8,4,3,5,10,41.2096,412.1,343,29.45,73.47,1.2,0.87,-6.17,33.33,
short,1000,"[8, 11, 14, 17, 20]",8,3,5,7,10,40.6584,406.58,327,25.99,80.12,1.24,1.13,-3.7,42.0,
short,1000,"[7, 11, 15]",7,4,3,3,10,40.5684,405.68,436,50.23,52.06,0.93,0.73,-9.35,20.0,
short,1000,"[8, 11, 14, 17]",8,3,4,3,10,39.6429,396.43,359,41.5,63.23,1.1,0.49,-4.63,22.5,
short,1000,"[8, 11, 14, 17]",8,3,4,6,10,39.6343,396.34,332,27.71,78.01,1.19,1.09,-4.63,45.0,
short,1000,"[8, 11, 14, 17, 20, 23]",8,3,6,5,10,38.9617,389.62,343,31.78,73.18,1.14,0.88,-3.09,45.74,
short,1000,"[8, 11, 14, 17, 20, 23]",8,3,6,4,10,38.3242,383.24,351,36.18,68.95,1.09,0.72,-3.09,45.74,
short,1000,"[8, 12, 16]",8,4,3,7,10,38.0844,380.84,327,22.94,80.12,1.16,1.13,-6.17,46.67,
short,1000,"[7, 11, 15, 19]",7,4,4,3,10,37.9894,379.89,436,50.23,52.06,0.87,0.73,-7.01,25.02,
short,1000,"[8, 12, 16, 20]",8,4,4,4,10,37.7869,377.87,351,33.9,68.95,1.08,0.72,-4.63,33.6,
short,1000,"[8, 11, 14, 17, 20, 23]",8,3,6,7,10,37.4051,374.05,327,25.99,80.12,1.14,1.13,-3.09,45.74,
short,1000,"[8, 12, 16]",8,4,3,3,10,37.3084,373.08,359,39.55,63.23,1.04,0.49,-6.17,20.0,
short,1000,"[8, 12, 16, 20]",8,4,4,5,10,37.1572,371.57,343,29.45,73.47,1.08,0.87,-4.63,33.6,
short,1000,"[6, 11, 16]",6,5,3,3,10,37.0105,370.1,514,56.81,44.75,0.72,1.03,-12.58,20.0,
short,1000,"[8, 11, 14, 17, 20]",8,3,5,3,10,36.7143,367.14,359,41.5,63.23,1.02,0.49,-3.7,33.75,
short,1000,"[8, 11, 14, 17, 20]",8,3,5,6,10,36.7074,367.07,332,27.71,78.01,1.11,1.09,-3.7,36.0,
short,1000,"[7, 12, 17]",7,5,3,3,15,36.6453,366.45,371,75.47,24.53,0.99,1.64,-33.85,20.0,
short,1000,"[7, 11, 15]",7,4,3,4,10,35.9086,359.09,417,42.69,59.71,0.86,1.01,-9.35,26.67,
short,1000,"[7, 11, 15]",7,4,3,6,10,35.7554,357.55,380,33.95,69.74,0.94,1.42,-9.35,40.0,
short,1000,"[8, 12, 16, 20]",8,4,4,7,10,34.8133,348.13,327,22.94,80.12,1.06,1.13,-4.63,35.0,
short,1000,"[8, 12, 16, 20, 24]",8,4,5,4,10,34.7456,347.46,351,33.9,68.95,0.99,0.72,-3.7,49.46,
short,1000,"[7, 11, 15, 19, 23]",7,4,5,3,10,34.6191,346.19,436,50.23,52.06,0.79,0.73,-5.61,41.15,
short,1000,"[7, 11, 15, 19]",7,4,4,4,10,34.4945,344.94,417,42.69,59.71,0.83,1.01,-7.01,25.02,
short,1000,"[8, 12, 16, 20, 24]",8,4,5,5,10,34.2419,342.42,343,29.45,73.47,1.0,0.87,-3.7,49.46,
short,1000,"[8, 12, 16, 20]",8,4,4,3,10,34.2313,342.31,359,39.55,63.23,0.95,0.49,-4.63,33.6,
short,1000,"[8, 11, 14, 17, 20, 23]",8,3,6,3,10,34.1183,341.18,359,41.5,63.23,0.95,0.49,-3.09,45.74,
short,1000,"[8, 11, 14, 17, 20, 23]",8,3,6,6,10,34.1126,341.13,332,27.71,78.01,1.03,1.09,-3.09,45.74,
short,1000,"[7, 11, 15]",7,4,3,5,10,33.6464,336.46,393,37.4,65.9,0.86,1.34,-9.35,33.33,
short,1000,"[7, 12, 17, 22]",7,5,4,3,15,33.2217,332.22,371,75.47,24.53,0.9,1.64,-25.39,15.0,
short,1000,"[7, 11, 15, 19]",7,4,4,5,10,32.7978,327.98,393,37.4,65.9,0.83,1.34,-7.01,25.02,
short,1000,"[8, 12, 16]",8,4,3,6,10,32.7458,327.46,332,25.0,78.01,0.99,1.09,-6.17,40.0,
short,1000,"[7, 11, 15, 19]",7,4,4,6,10,32.4888,324.89,380,33.95,69.74,0.85,1.42,-7.01,30.0,
short,1000,"[8, 12, 16, 20, 24]",8,4,5,7,10,32.3668,323.67,327,22.94,80.12,0.99,1.13,-3.7,49.46,
short,1000,"[6, 11, 16, 21]",6,5,4,3,10,32.3033,323.03,514,56.81,44.75,0.63,1.03,-9.43,28.48,
short,1000,"[7, 12, 17]",7,5,3,3,10,32.0363,320.36,436,49.08,52.06,0.73,0.73,-9.35,20.0,
short,1000,"[8, 12, 16, 20, 24]",8,4,5,3,10,31.9012,319.01,359,39.55,63.23,0.89,0.49,-3.7,49.46,
short,1000,"[7, 11, 15, 19, 23]",7,4,5,4,10,31.8232,318.23,417,42.69,59.71,0.76,1.01,-5.61,41.15,
short,1000,"[8, 12, 16, 20, 24, 28]",8,4,6,4,10,31.2984,312.98,351,33.9,68.95,0.89,0.72,-3.09,64.65,
short,1000,"[7, 11, 15, 19, 23, 27]",7,4,6,3,10,31.0802,310.8,436,50.23,52.06,0.71,0.73,-4.67,56.6,
short,1000,"[6, 11, 16, 21, 26]",6,5,5,3,10,30.922,309.22,514,56.81,44.75,0.6,1.03,-7.55,48.18,
short,1000,"[8, 12, 16, 20, 24, 28]",8,4,6,5,10,30.8787,308.79,343,29.45,73.47,0.9,0.87,-3.09,64.65,
short,1000,"[8, 12, 16, 20]",8,4,4,6,10,30.8093,308.09,332,25.0,78.01,0.93,1.09,-4.63,33.6,
short,1000,"[8, 13, 18]",8,5,3,4,10,30.6657,306.66,351,38.46,68.95,0.87,0.72,-6.17,26.67,
short,1000,"[7, 11, 15, 19, 23]",7,4,5,5,10,30.4659,304.66,393,37.4,65.9,0.78,1.34,-5.61,41.15,
short,1000,"[7, 11, 15, 19, 23]",7,4,5,6,10,30.2187,302.19,380,33.95,69.74,0.8,1.42,-5.61,41.15,
short,1000,"[8, 13, 18]",8,5,3,5,10,29.8262,298.26,343,34.11,73.47,0.87,0.87,-6.17,33.33,
short,1000,"[8, 12, 16, 20, 24, 28]",8,4,6,7,10,29.3161,293.16,327,22.94,80.12,0.9,1.13,-3.09,64.65,
short,1000,"[8, 12, 16, 20, 24]",8,4,5,6,10,29.1636,291.64,332,25.0,78.01,0.88,1.09,-3.7,49.46,
short,1000,"[7, 10, 13, 16, 19]",7,3,5,4,10,29.0733,290.73,418,42.58,59.33,0.7,1.01,-5.61,25.17,
short,1000,"[7, 12, 17, 22]",7,5,4,3,10,28.9452,289.45,436,49.08,52.06,0.66,0.73,-7.01,37.0,
short,1000,"[8, 12, 16, 20, 24, 28]",8,4,6,3,10,28.9281,289.28,359,39.55,63.23,0.81,0.49,-3.09,64.65,
short,1000,"[7, 10, 13, 16, 19]",7,3,5,3,10,28.849,288.49,436,49.77,52.06,0.66,0.73,-5.61,25.17,
short,1000,"[7, 10, 13, 16]",7,3,4,4,10,28.7785,287.79,418,42.58,59.33,0.69,1.01,-7.01,30.0,
short,1000,"[7, 11, 15, 19, 23, 27]",7,4,6,4,10,28.7503,287.5,417,42.69,59.71,0.69,1.01,-4.67,56.6,
short,1000,"[6, 9, 12, 15]",6,3,4,3,10,28.524,285.24,520,59.04,42.88,0.55,0.97,-11.73,22.5,
short,1000,"[8, 13, 18, 23, 28, 33]",8,5,6,3,0,28.5,285.0,26,100.0,0.0,10.96,2.81,5.0,30.0,
short,1000,"[7, 10, 13, 16]",7,3,4,3,10,28.4982,284.98,436,49.77,52.06,0.65,0.73,-7.01,22.5,
short,1000,"[7, 12, 17, 22, 27]",7,5,5,3,15,28.4671,284.67,371,75.74,24.53,0.77,1.64,-20.31,13.48,
short,1000,"[6, 11, 16, 21, 26, 31]",6,5,6,3,10,28.4401,284.4,514,56.81,44.75,0.55,1.03,-6.29,66.87,
short,1000,"[8, 13, 18, 23]",8,5,4,4,10,28.2838,282.84,351,38.46,68.95,0.81,0.72,-4.63,45.38,
short,1000,"[6, 9, 12, 15, 18]",6,3,5,3,10,28.2429,282.43,520,59.04,42.88,0.54,0.97,-9.38,18.0,
short,1000,"[8, 13, 18]",8,5,3,7,10,27.8598,278.6,327,29.05,80.12,0.85,1.13,-6.17,46.67,
short,1000,"[7, 10, 13, 16, 19]",7,3,5,3,15,27.7628,277.63,378,76.72,23.28,0.73,1.46,-27.58,24.0,
short,1000,"[8, 13, 18, 23]",8,5,4,5,10,27.6542,276.54,343,34.11,73.47,0.81,0.87,-4.63,45.38,
short,1000,"[7, 11, 15, 19, 23, 27]",7,4,6,5,10,27.6192,276.19,393,37.4,65.9,0.7,1.34,-4.67,56.6,
short,1000,"[7, 11, 15, 19, 23]",7,4,5,3,0,27.6,276.0,19,100.0,0.0,14.53,4.75,6.0,30.0,
short,1000,"[7, 10, 13, 16, 19, 22]",7,3,6,4,10,27.5064,275.06,418,42.58,59.33,0.66,1.01,-4.67,37.37,
short,1000,"[7, 11, 15, 19, 23, 27]",7,4,6,6,10,27.4132,274.13,380,33.95,69.74,0.72,1.42,-4.67,56.6,
short,1000,"[7, 10, 13, 16, 19, 22]",7,3,6,3,10,27.3195,273.19,436,49.77,52.06,0.63,0.73,-4.67,37.37,
short,1000,"[7, 10, 13, 16, 19, 22]",7,3,6,3,15,26.9608,269.61,378,76.72,23.28,0.71,1.46,-22.99,20.0,
short,1000,"[8, 12, 16, 20, 24, 28]",8,4,6,6,10,26.6468,266.47,332,25.0,78.01,0.8,1.09,-3.09,64.65,
short,1000,"[6, 9, 12, 15, 18, 21]",6,3,6,3,10,26.5661,265.66,520,59.04,42.88,0.51,0.97,-7.82,28.86,
short,1000,"[7, 10, 13, 16]",7,3,4,3,15,26.3001,263.0,378,76.72,23.28,0.7,1.46,-34.48,30.0,
short,1000,"[8, 13, 18, 23]",8,5,4,7,10,26.1794,261.79,327,29.05,80.12,0.8,1.13,-4.63,45.38,
short,1000,"[8, 13, 18]",8,5,3,3,10,25.9249,259.25,359,44.01,63.23,0.72,0.49,-6.17,25.28,
short,1000,"[7, 12, 17, 22, 27, 32]",7,5,6,3,15,25.8691,258.69,371,75.74,24.53,0.7,1.64,-16.93,32.7,
short,1000,"[7, 12, 17, 22, 27]",7,5,5,3,10,25.8333,258.33,436,49.08,52.06,0.59,0.73,-5.61,56.37,
short,1000,"[7, 11, 15]",7,4,3,7,10,25.4551,254.55,359,30.08,73.82,0.71,1.7,-9.35,46.67,
short,1000,"[8, 13, 18, 23, 28]",8,5,5,4,10,25.4396,254.4,351,38.46,68.95,0.72,0.72,-3.7,64.43,
short,1000,"[8, 13, 18, 23, 28]",8,5,5,3,0,25.2,252.0,18,100.0,0.0,14.0,4.19,6.0,30.0,
short,1000,"[8, 13, 18, 23, 28]",8,5,5,5,10,24.9358,249.36,343,34.11,73.47,0.73,0.87,-3.7,64.43,
short,1000,"[7, 11, 15, 19]",7,4,4,7,10,24.7636,247.64,359,30.08,73.82,0.69,1.7,-7.01,35.0,
short,1000,"[8, 13, 18, 23]",8,5,4,3,10,24.7283,247.28,359,44.01,63.23,0.69,0.49,-4.63,45.38,
short,1000,"[7, 10, 13]",7,3,3,4,10,24.5783,245.78,418,40.67,59.33,0.59,1.01,-9.35,40.0,
short,1000,"[7, 11, 15, 19, 23, 27]",7,4,6,3,0,24.5,245.0,19,100.0,0.0,12.89,4.73,5.0,30.0,
short,1000,"[7, 12, 17, 22, 27, 32]",7,5,6,3,10,24.3056,243.06,436,49.08,52.06,0.56,0.73,-4.67,74.76,
short,1000,"[7, 10, 13]",7,3,3,3,10,24.2044,242.04,436,47.94,52.06,0.56,0.73,-9.35,30.0,
short,1000,"[8, 13, 18, 23, 28, 33]",8,5,6,4,10,24.0818,240.82,351,38.46,68.95,0.69,0.72,-3.09,82.51,
short,1000,"[7, 11, 15, 19, 23]",7,4,5,7,10,24.0385,240.39,359,30.08,73.82,0.67,1.7,-5.61,41.15,
short,1000,"[8, 13, 18, 23, 28]",8,5,5,7,10,23.756,237.56,327,29.05,80.12,0.73,1.13,-3.7,64.43,
short,1000,"[8, 13, 18, 23, 28, 33]",8,5,6,5,10,23.6621,236.62,343,34.11,73.47,0.69,0.87,-3.09,82.51,
short,1000,"[6, 9, 12]",6,3,3,3,10,23.5392,235.39,520,57.12,42.88,0.45,0.97,-15.64,30.0,
short,1000,"[7, 10, 13]",7,3,3,3,15,23.4346,234.35,378,76.72,23.28,0.62,1.46,-45.97,30.0,
short,1000,"[5, 8, 11]",5,3,3,7,0,23.3333,233.33,4,100.0,0.0,58.33,17.44,23.33,70.0,
short,1000,"[5, 9, 13]",5,4,3,7,0,23.3333,233.33,4,100.0,0.0,58.33,17.43,23.33,70.0,
short,1000,"[6, 9, 12]",6,3,3,7,0,23.3333,233.33,4,100.0,0.0,58.33,17.39,23.33,70.0,
short,1000,"[6, 10, 14]",6,4,3,7,0,23.3333,233.33,4,100.0,0.0,58.33,17.39,23.33,70.0,
short,1000,"[7, 10, 13]",7,3,3,7,0,23.3333,233.33,4,100.0,0.0,58.33,17.38,23.33,70.0,
short,1000,"[5, 8, 11, 14, 17]",5,3,5,3,10,23.0292,230.29,626,63.26,37.38,0.37,1.16,-13.23,24.0,
short,1000,"[8, 13, 18]",8,5,3,6,10,22.8267,228.27,332,30.72,78.01,0.69,1.09,-6.17,40.0,
short,1000,"[5, 8, 11, 14]",5,3,4,3,10,22.8036,228.04,626,62.62,37.38,0.36,1.16,-16.53,30.0,
short,1000,"[5, 8, 11, 14]",5,3,4,7,0,22.75,227.5,4,100.0,0.0,56.88,17.43,17.5,70.0,
short,1000,"[7, 10, 13, 16]",7,3,4,7,0,22.75,227.5,5,100.0,0.0,45.5,13.89,17.5,70.0,
short,1000,"[8, 13, 18, 23, 28, 33]",8,5,6,7,10,22.6789,226.79,327,29.05,80.12,0.69,1.13,-3.09,82.51,
short,1000,"[8, 13, 18, 23, 28]",8,5,5,3,10,22.5951,225.95,359,44.01,63.23,0.63,0.49,-3.7,64.43,
short,1000,"[8, 13, 18, 23]",8,5,4,6,10,22.4046,224.05,332,30.72,78.01,0.67,1.09,-4.63,45.38,
short,1000,"[7, 11, 15, 19, 23, 27]",7,4,6,7,10,22.2631,222.63,359,30.08,73.82,0.62,1.7,-4.67,56.6,
short,1000,"[7, 11, 15, 19]",7,4,4,3,15,22.1482,221.48,370,75.14,24.86,0.6,1.59,-27.7,22.5,
short,1000,"[7, 10, 13]",7,3,3,6,0,22.0,220.0,5,100.0,0.0,44.0,13.89,20.0,60.0,
short,1000,"[5, 8, 11, 14, 17, 20]",5,3,6,3,10,21.9688,219.69,626,63.26,37.38,0.35,1.16,-11.02,20.19,
short,1000,"[8, 13, 18, 23, 28, 33]",8,5,6,3,10,21.7115,217.11,359,44.01,63.23,0.6,0.49,-3.09,82.51,
short,1000,"[7, 11, 15, 19, 23]",7,4,5,3,15,21.621,216.21,370,75.14,24.86,0.58,1.59,-22.16,18.0,
short,1000,"[7, 10, 13, 16, 19]",7,3,5,6,10,21.1863,211.86,380,32.63,69.74,0.56,1.42,-5.61,36.0,
short,1000,"[7, 12, 17]",7,5,3,4,10,21.0171,210.17,416,41.11,60.1,0.51,1.01,-9.35,26.67,
short,1000,"[5, 10, 15]",5,5,3,7,0,21.0,210.0,4,100.0,0.0,52.5,17.43,23.33,70.0,
short,1000,"[6, 9, 12, 15]",6,3,4,7,0,21.0,210.0,4,100.0,0.0,52.5,17.39,17.5,70.0,
short,1000,"[6, 11, 16]",6,5,3,7,0,21.0,210.0,4,100.0,0.0,52.5,17.39,23.33,70.0,
short,1000,"[6, 11, 16, 21, 26, 31]",6,5,6,7,0,21.0,210.0,5,100.0,0.0,42.0,14.54,11.67,70.0,
short,1000,"[7, 11, 15]",7,4,3,7,0,21.0,210.0,4,100.0,0.0,52.5,17.38,23.33,70.0,
short,1000,"[8, 11, 14]",8,3,3,7,0,21.0,210.0,3,100.0,0.0,70.0,22.6,70.0,70.0,
short,1000,"[8, 12, 16]",8,4,3,7,0,21.0,210.0,4,100.0,0.0,52.5,16.94,23.33,70.0,
short,1000,"[8, 12, 16, 20, 24, 28]",8,4,6,7,0,21.0,210.0,5,100.0,0.0,42.0,14.18,11.67,70.0,
short,1000,"[7, 10, 13, 16, 19, 22]",7,3,6,6,10,20.9339,209.34,380,32.63,69.74,0.55,1.42,-4.67,37.37,
short,1000,"[7, 10, 13, 16]",7,3,4,6,10,20.8106,208.11,380,32.63,69.74,0.55,1.42,-7.01,45.0,
short,1000,"[8, 13, 18, 23, 28]",8,5,5,6,10,20.7362,207.36,332,30.72,78.01,0.62,1.09,-3.7,64.43,
short,1000,"[7, 12, 17, 22]",7,5,4,4,10,20.6809,206.81,416,41.11,60.1,0.5,1.01,-7.01,37.0,
short,1000,"[6, 10, 14, 18, 22, 26]",6,4,6,3,10,20.6491,206.49,514,56.03,44.75,0.4,1.03,-6.29,48.42,
short,1000,"[8, 13, 18, 23, 28, 33]",8,5,6,6,10,20.1624,201.62,332,30.72,78.01,0.61,1.09,-3.09,82.51,
short,1000,"[5, 8, 11]",5,3,3,6,0,20.0,200.0,4,100.0,0.0,50.0,17.43,20.0,60.0,
short,1000,"[5, 9, 13]",5,4,3,6,0,20.0,200.0,4,100.0,0.0,50.0,17.43,20.0,60.0,
short,1000,"[6, 9, 12]",6,3,3,6,0,20.0,200.0,4,100.0,0.0,50.0,17.39,20.0,60.0,
short,1000,"[6, 10, 14]",6,4,3,6,0,20.0,200.0,4,100.0,0.0,50.0,17.39,20.0,60.0,
short,1000,"[6, 11, 16]",6,5,3,6,0,20.0,200.0,5,100.0,0.0,40.0,13.9,20.0,60.0,
short,1000,"[7, 11, 15]",7,4,3,6,0,20.0,200.0,5,100.0,0.0,40.0,13.89,20.0,60.0,
short,1000,"[8, 11, 14]",8,3,3,6,0,20.0,200.0,4,100.0,0.0,50.0,16.94,20.0,60.0,
short,1000,"[7, 12, 17]",7,5,3,6,10,19.9032,199.03,380,31.58,69.74,0.52,1.42,-9.35,40.0,
short,1000,"[7, 12, 17, 22]",7,5,4,6,10,19.8454,198.45,380,31.58,69.74,0.52,1.42,-7.01,37.0,
short,1000,"[7, 12, 17, 22, 27, 32]",7,5,6,7,0,19.8333,198.33,5,100.0,0.0,39.67,14.43,11.67,70.0,
short,1000,"[6, 10, 14, 18]",6,4,4,3,10,19.7064,197.06,514,56.03,44.75,0.38,1.03,-9.43,22.5,
short,1000,"[6, 10, 14, 18, 22]",6,4,5,3,10,19.6996,197.0,514,56.03,44.75,0.38,1.03,-7.55,32.7,
short,1000,"[5, 8, 11, 14, 17]",5,3,5,7,0,19.6,196.0,4,100.0,0.0,49.0,17.43,14.0,70.0,
short,1000,"[7, 10, 13, 16, 19]",7,3,5,7,0,19.6,196.0,5,100.0,0.0,39.2,13.89,14.0,70.0,
short,1000,"[8, 13, 18, 23, 28]",8,5,5,7,0,19.6,196.0,4,100.0,0.0,49.0,17.74,28.0,70.0,
short,1000,"[7, 11, 15, 19, 23, 27]",7,4,6,3,15,19.5923,195.92,370,75.41,24.86,0.53,1.59,-18.47,15.0,
short,1000,"[5, 8, 11, 14]",5,3,4,6,0,19.5,195.0,4,100.0,0.0,48.75,17.43,15.0,60.0,
short,1000,"[6, 9, 12, 15]",6,3,4,6,0,19.5,195.0,5,100.0,0.0,39.0,13.9,15.0,60.0,
short,1000,"[7, 10, 13, 16]",7,3,4,6,0,19.5,195.0,5,100.0,0.0,39.0,13.89,15.0,60.0,
short,1000,"[8, 13, 18, 23]",8,5,4,3,0,19.5,195.0,12,100.0,0.0,16.25,3.94,7.5,30.0,
short,1000,"[7, 10, 13, 16, 19, 22]",7,3,6,5,10,19.4218,194.22,392,35.97,66.33,0.5,1.33,-4.67,37.37,
short,1000,"[7, 10, 13, 16, 19]",7,3,5,5,10,19.3717,193.72,392,35.97,66.33,0.49,1.33,-5.61,30.0,
short,1000,"[8, 13, 18, 23, 28, 33]",8,5,6,4,0,19.3333,193.33,11,100.0,0.0,17.58,5.99,6.67,40.0,
short,1000,"[5, 9, 13, 17]",5,4,4,7,0,19.25,192.5,4,100.0,0.0,48.13,17.43,17.5,70.0,
short,1000,"[6, 10, 14, 18]",6,4,4,7,0,19.25,192.5,4,100.0,0.0,48.13,17.39,17.5,70.0,
short,1000,"[7, 12, 17, 22, 27]",7,5,5,4,10,19.2219,192.22,416,41.11,60.1,0.46,1.01,-5.61,56.37,
short,1000,"[8, 13, 18, 23, 28]",8,5,5,6,0,19.2,192.0,6,100.0,0.0,32.0,11.74,12.0,60.0,
short,1000,"[5, 10, 15, 20, 25]",5,5,5,5,0,19.0,190.0,7,100.0,0.0,27.14,10.42,10.0,50.0,
short,1000,"[6, 11, 16, 21, 26, 31]",6,5,6,6,0,19.0,190.0,6,100.0,0.0,31.67,12.03,10.0,60.0,
short,1000,"[7, 11, 15, 19, 23, 27]",7,4,6,6,0,19.0,190.0,6,100.0,0.0,31.67,12.1,10.0,60.0,
short,1000,"[8, 12, 16, 20, 24, 28]",8,4,6,6,0,19.0,190.0,6,100.0,0.0,31.67,11.74,10.0,60.0,
short,1000,"[7, 12, 17, 22, 27, 32]",7,5,6,4,10,18.796,187.96,416,41.11,60.1,0.45,1.01,-4.67,74.76,
short,1000,"[5, 8, 11, 14]",5,3,4,5,0,18.75,187.5,5,100.0,0.0,37.5,13.93,12.5,50.0,
short,1000,"[7, 12, 17]",7,5,3,7,0,18.6667,186.67,4,100.0,0.0,46.67,17.38,23.33,70.0,
short,1000,"[8, 13, 18, 23, 28, 33]",8,5,6,7,0,18.6667,186.67,4,100.0,0.0,46.67,17.08,23.33,70.0,
short,1000,"[7, 12, 17, 22, 27]",7,5,5,6,10,18.5535,185.54,380,31.58,69.74,0.49,1.42,-5.61,56.37,
short,1000,"[8, 11, 14, 17, 20, 23]",8,3,6,3,0,18.5,185.0,13,100.0,0.0,14.23,3.57,5.0,30.0,
short,1000,"[6, 9, 12, 15, 18]",6,3,5,4,10,18.3717,183.72,481,50.73,51.56,0.38,1.34,-9.38,24.0,
short,1000,"[6, 9, 12, 15, 18, 21]",6,3,6,4,10,18.34,183.4,481,50.73,51.56,0.38,1.34,-7.82,28.86,
short,1000,"[5, 9, 13]",5,4,3,5,0,18.3333,183.33,5,100.0,0.0,36.67,13.93,16.67,50.0,
short,1000,"[5, 9, 13, 17, 21, 25]",5,4,6,5,0,18.3333,183.33,7,100.0,0.0,26.19,10.42,8.33,50.0,
short,1000,"[5, 10, 15, 20, 25, 30]",5,5,6,5,0,18.3333,183.33,8,100.0,0.0,22.92,9.07,8.33,50.0,
short,1000,"[6, 9, 12]",6,3,3,5,0,18.3333,183.33,5,100.0,0.0,36.67,13.9,16.67,50.0,
short,1000,"[6, 10, 14]",6,4,3,5,0,18.3333,183.33,5,100.0,0.0,36.67,13.9,16.67,50.0,
short,1000,"[6, 10, 14, 18, 22, 26]",6,4,6,5,0,18.3333,183.33,7,100.0,0.0,26.19,10.39,8.33,50.0,
short,1000,"[7, 10, 13]",7,3,3,5,0,18.3333,183.33,5,100.0,0.0,36.67,13.89,16.67,50.0,
short,1000,"[7, 12, 17, 22, 27, 32]",7,5,6,6,10,18.239,182.39,380,31.58,69.74,0.48,1.42,-4.67,74.76,
short,1000,"[6, 9, 12, 15, 18]",6,3,5,7,0,18.2,182.0,4,100.0,0.0,45.5,17.39,14.0,70.0,
short,1000,"[5, 10, 15]",5,5,3,6,0,18.0,180.0,4,100.0,0.0,45.0,17.43,20.0,60.0,
short,1000,"[5, 10, 15, 20, 25, 30]",5,5,6,6,0,18.0,180.0,5,100.0,0.0,36.0,14.57,10.0,60.0,
short,1000,"[7, 11, 15, 19, 23]",7,4,5,5,0,18.0,180.0,7,100.0,0.0,25.71,10.38,10.0,50.0,
short,1000,"[7, 12, 17, 22, 27]",7,5,5,6,0,18.0,180.0,5,100.0,0.0,36.0,14.53,12.0,60.0,
short,1000,"[8, 12, 16]",8,4,3,6,0,18.0,180.0,4,100.0,0.0,45.0,16.94,20.0,60.0,
short,1000,"[8, 13, 18, 23, 28, 33]",8,5,6,6,0,18.0,180.0,6,100.0,0.0,30.0,11.32,10.0,60.0,
short,1000,"[5, 8, 11, 14, 17, 20]",5,3,6,7,0,17.5,175.0,4,100.0,0.0,43.75,17.43,11.67,70.0,
short,1000,"[5, 10, 15, 20]",5,5,4,7,0,17.5,175.0,4,100.0,0.0,43.75,17.43,17.5,70.0,
short,1000,"[6, 11, 16, 21]",6,5,4,7,0,17.5,175.0,4,100.0,0.0,43.75,17.39,17.5,70.0,
short,1000,"[7, 10, 13, 16, 19, 22]",7,3,6,7,0,17.5,175.0,5,100.0,0.0,35.0,13.89,11.67,70.0,
short,1000,"[7, 11, 15, 19]",7,4,4,7,0,17.5,175.0,4,100.0,0.0,43.75,17.38,17.5,70.0,
short,1000,"[8, 11, 14, 17]",8,3,4,7,0,17.5,175.0,3,100.0,0.0,58.33,22.6,52.5,70.0,
short,1000,"[8, 12, 16, 20]",8,4,4,7,0,17.5,175.0,4,100.0,0.0,43.75,16.94,17.5,70.0,
short,1000,"[8, 13, 18, 23]",8,5,4,5,0,17.5,175.0,6,100.0,0.0,29.17,11.83,12.5,50.0,
short,1000,"[7, 11, 15, 19]",7,4,4,3,0,17.25,172.5,11,100.0,0.0,15.68,6.72,7.5,30.0,
short,1000,"[6, 10, 14]",6,4,3,3,10,17.2357,172.36,514,55.25,44.75,0.34,1.03,-12.58,30.0,
short,1000,"[7, 11, 15]",7,4,3,3,15,17.206,172.06,370,75.14,24.86,0.47,1.59,-36.93,30.0,
short,1000,"[6, 11, 16, 21, 26]",6,5,5,5,0,17.0,170.0,6,100.0,0.0,28.33,12.11,10.0,50.0,
short,1000,"[7, 12, 17, 22, 27]",7,5,5,5,0,17.0,170.0,7,100.0,0.0,24.29,10.31,10.0,50.0,
short,1000,"[7, 12, 17, 22, 27, 32]",7,5,6,3,0,17.0,170.0,16,100.0,0.0,10.62,4.2,5.0,30.0,
short,1000,"[7, 12, 17, 22, 27, 32]",7,5,6,6,0,17.0,170.0,5,100.0,0.0,34.0,13.93,10.0,60.0,
