initial_budget,dca_levels,first_level,level_step,num_levels,take_profit_percent,stop_loss_percent,roi,net_pnl,total_trades,win_rate,stop_loss_rate,avg_trade_pnl,avg_trade_duration_days,largest_loss,largest_profit,error
1000,"[-8, -11, -14, -17, -20]",-8,3,5,6,10,-442.4,-4424.0,258,34.11,65.89,-17.15,1.11,-100.0,24.0,
1000,"[-6, -9, -12, -15, -18, -21]",-6,3,6,4,10,-442.6667,-4426.67,403,59.55,40.45,-10.98,1.14,-100.0,20.0,
1000,"[-6, -11, -16, -21]",-6,5,4,7,10,-443.0,-4430.0,325,42.77,57.23,-13.63,2.38,-100.0,35.0,
1000,"[-5, -9, -13, -17, -21, -25]",-5,4,6,4,10,-443.6667,-4436.67,463,61.34,38.66,-9.58,1.52,-100.0,13.33,
1000,"[-5, -8, -11, -14, -17, -20]",-5,3,6,4,15,-444.1667,-4441.67,382,81.41,18.59,-11.63,2.39,-150.0,40.0,
1000,"[-7, -10, -13, -16, -19]",-7,3,5,4,15,-445.6,-4456.0,277,77.26,22.74,-16.09,1.91,-150.0,40.0,
1000,"[-5, -10, -15, -20]",-5,5,4,3,15,-446.25,-4462.5,432,84.49,15.51,-10.33,1.79,-150.0,30.0,
1000,"[-7, -12, -17]",-7,5,3,5,10,-446.6667,-4466.67,319,47.02,52.98,-14.0,1.3,-100.0,33.33,
1000,"[-8, -12, -16, -20]",-8,4,4,7,20,-446.75,-4467.5,145,73.79,26.21,-30.81,5.77,-200.0,70.0,
1000,"[-7, -11, -15, -19]",-7,4,4,3,15,-449.25,-4492.5,299,80.94,19.06,-15.03,1.44,-150.0,30.0,
1000,"[-5, -8, -11]",-5,3,3,4,15,-449.3333,-4493.33,377,80.9,19.1,-11.92,2.46,-150.0,40.0,
1000,"[-8, -11, -14, -17, -20]",-8,3,5,7,20,-452.0,-4520.0,150,74.67,25.33,-30.13,5.24,-200.0,70.0,
1000,"[-8, -11, -14, -17, -20, -23]",-8,3,6,7,15,-452.5,-4525.0,187,59.89,40.11,-24.2,3.64,-150.0,70.0,
1000,"[-8, -13, -18]",-8,5,3,4,10,-452.6667,-4526.67,271,43.17,56.83,-16.7,0.69,-100.0,26.67,
1000,"[-5, -8, -11]",-5,3,3,5,15,-453.3333,-4533.33,324,76.85,23.15,-13.99,3.39,-150.0,50.0,
1000,"[-6, -10, -14, -18, -22, -26]",-6,4,6,4,10,-453.6667,-4536.67,397,57.43,42.57,-11.43,1.25,-100.0,13.33,
1000,"[-5, -9, -13, -17]",-5,4,4,5,15,-453.75,-4537.5,323,77.09,22.91,-14.05,3.36,-150.0,50.0,
1000,"[-7, -11, -15, -19]",-7,4,4,5,10,-453.75,-4537.5,319,47.02,52.98,-14.22,1.29,-100.0,25.0,
1000,"[-8, -12, -16, -20]",-8,4,4,3,15,-456.75,-4567.5,233,73.82,26.18,-19.6,1.35,-150.0,30.0,
1000,"[-5, -10, -15, -20]",-5,5,4,7,15,-458.25,-4582.5,245,69.8,30.2,-18.7,5.1,-150.0,70.0,
1000,"[-7, -12, -17]",-7,5,3,5,15,-458.3333,-4583.33,242,71.07,28.93,-18.94,2.93,-150.0,50.0,
1000,"[-6, -9, -12, -15, -18]",-6,3,5,3,15,-458.4,-4584.0,363,84.02,15.98,-12.63,1.5,-150.0,30.0,
1000,"[-6, -11, -16, -21]",-6,5,4,6,10,-461.0,-4610.0,337,44.81,55.19,-13.68,2.15,-100.0,30.0,
1000,"[-6, -9, -12, -15, -18, -21]",-6,3,6,4,15,-461.8333,-4618.33,327,79.2,20.8,-14.12,2.1,-150.0,40.0,
1000,"[-8, -11, -14, -17, -20]",-8,3,5,7,10,-462.2,-4622.0,246,29.27,70.73,-18.79,1.48,-100.0,28.0,
1000,"[-7, -11, -15, -19, -23]",-7,4,5,5,15,-463.0,-4630.0,242,70.66,29.34,-19.13,2.85,-150.0,50.0,
1000,"[-8, -11, -14, -17, -20]",-8,3,5,4,15,-463.4,-4634.0,227,72.25,27.75,-20.41,1.74,-150.0,40.0,
1000,"[-6, -11, -16, -21]",-6,5,4,5,10,-463.75,-4637.5,360,48.89,51.11,-12.88,1.78,-100.0,25.0,
1000,"[-7, -10, -13, -16, -19]",-7,3,5,5,15,-465.0,-4650.0,258,73.64,26.36,-18.02,2.47,-150.0,50.0,
1000,"[-5, -9, -13, -17]",-5,4,4,7,15,-465.25,-4652.5,240,69.17,30.83,-19.39,5.23,-150.0,70.0,
1000,"[-5, -8, -11, -14, -17, -20]",-5,3,6,6,15,-469.0,-4690.0,283,73.5,26.5,-16.57,4.11,-150.0,60.0,
1000,"[-5, -8, -11, -14]",-5,3,4,3,15,-469.5,-4695.0,454,86.56,13.44,-10.34,1.61,-150.0,30.0,
1000,"[-5, -10, -15, -20, -25, -30]",-5,5,6,6,10,-470.6667,-4706.67,380,50.0,50.0,-12.39,2.43,-83.33,20.0,
1000,"[-5, -9, -13, -17, -21, -25]",-5,4,6,5,10,-470.8333,-4708.33,417,55.4,44.6,-11.29,2.01,-100.0,16.67,
1000,"[-6, -11, -16]",-6,5,3,3,10,-471.0,-4710.0,426,64.08,35.92,-11.06,0.87,-100.0,20.0,
1000,"[-5, -10, -15, -20, -25, -30]",-5,5,6,7,10,-472.0,-4720.0,348,45.69,54.31,-13.56,2.77,-83.33,23.33,
1000,"[-5, -10, -15, -20]",-5,5,4,6,15,-472.5,-4725.0,280,73.21,26.79,-16.87,4.23,-150.0,60.0,
1000,"[-8, -12, -16, -20]",-8,4,4,5,15,-473.75,-4737.5,207,66.18,33.82,-22.89,2.42,-150.0,50.0,
1000,"[-7, -10, -13, -16, -19, -22]",-7,3,6,4,10,-476.0,-4760.0,336,52.68,47.32,-14.17,0.98,-100.0,13.33,
1000,"[-8, -11, -14, -17]",-8,3,4,3,10,-476.0,-4760.0,277,48.74,51.26,-17.18,0.48,-100.0,15.0,
1000,"[-5, -9, -13, -17, -21, -25]",-5,4,6,6,10,-477.6667,-4776.67,387,51.16,48.84,-12.34,2.34,-100.0,20.0,
1000,"[-5, -8, -11, -14, -17, -20]",-5,3,6,5,15,-479.1667,-4791.67,325,76.92,23.08,-14.74,3.33,-150.0,50.0,
1000,"[-8, -12, -16]",-8,4,3,3,10,-481.0,-4810.0,277,48.74,51.26,-17.36,0.48,-100.0,20.0,
1000,"[-8, -12, -16, -20]",-8,4,4,7,15,-481.0,-4810.0,184,59.78,40.22,-26.14,3.95,-150.0,70.0,
1000,"[-8, -12, -16, -20]",-8,4,4,6,15,-482.25,-4822.5,197,62.94,37.06,-24.48,3.05,-150.0,60.0,
1000,"[-8, -12, -16, -20]",-8,4,4,4,15,-483.5,-4835.0,221,69.68,30.32,-21.88,1.85,-150.0,40.0,
1000,"[-5, -9, -13]",-5,4,3,6,15,-484.0,-4840.0,283,73.85,26.15,-17.1,4.16,-150.0,60.0,
1000,"[-7, -12, -17]",-7,5,3,7,15,-484.0,-4840.0,205,63.41,36.59,-23.61,4.66,-150.0,70.0,
1000,"[-5, -10, -15, -20, -25, -30]",-5,5,6,5,10,-484.1667,-4841.67,403,52.85,47.15,-12.01,2.17,-83.33,16.67,
1000,"[-5, -10, -15, -20, -25, -30]",-5,5,6,4,10,-484.6667,-4846.67,445,57.75,42.25,-10.89,1.71,-83.33,13.33,
1000,"[-7, -11, -15, -19, -23]",-7,4,5,7,15,-485.2,-4852.0,201,62.69,37.31,-24.14,4.46,-150.0,70.0,
1000,"[-7, -10, -13, -16]",-7,3,4,3,15,-485.25,-4852.5,304,81.58,18.42,-15.96,1.23,-150.0,30.0,
1000,"[-5, -9, -13, -17, -21, -25]",-5,4,6,7,10,-486.0,-4860.0,352,46.31,53.69,-13.81,2.71,-100.0,23.33,
1000,"[-6, -9, -12, -15, -18]",-6,3,5,3,10,-486.4,-4864.0,434,66.36,33.64,-11.21,0.81,-100.0,18.0,
1000,"[-6, -10, -14, -18]",-6,4,4,4,15,-486.5,-4865.0,317,78.23,21.77,-15.35,2.27,-150.0,40.0,
1000,"[-8, -13, -18]",-8,5,3,5,10,-486.6667,-4866.67,262,37.02,62.98,-18.58,0.84,-100.0,33.33,
1000,"[-7, -11, -15, -19, -23]",-7,4,5,6,15,-489.0,-4890.0,222,66.22,33.78,-22.03,3.74,-150.0,60.0,
1000,"[-8, -13, -18]",-8,5,3,4,15,-489.0,-4890.0,221,70.14,29.86,-22.13,1.89,-150.0,40.0,
1000,"[-7, -12, -17]",-7,5,3,6,10,-490.6667,-4906.67,301,40.2,59.8,-16.3,1.75,-100.0,40.0,
1000,"[-8, -13, -18]",-8,5,3,6,10,-490.6667,-4906.67,258,34.11,65.89,-19.02,1.12,-100.0,20.0,
1000,"[-7, -12, -17]",-7,5,3,7,10,-491.3333,-4913.33,288,36.81,63.19,-17.06,1.99,-100.0,46.67,
1000,"[-7, -12, -17]",-7,5,3,6,15,-492.0,-4920.0,217,65.9,34.1,-22.67,3.97,-150.0,60.0,
1000,"[-6, -10, -14, -18, -22, -26]",-6,4,6,7,10,-492.8333,-4928.33,327,43.12,56.88,-15.07,2.37,-100.0,23.33,
1000,"[-6, -11, -16]",-6,5,3,4,15,-494.6667,-4946.67,309,77.67,22.33,-16.01,2.43,-150.0,40.0,
1000,"[-5, -10, -15, -20]",-5,5,4,5,15,-495.0,-4950.0,313,76.04,23.96,-15.81,3.55,-150.0,50.0,
1000,"[-7, -11, -15, -19]",-7,4,4,7,10,-495.5,-4955.0,290,37.24,62.76,-17.09,1.96,-100.0,35.0,
1000,"[-6, -9, -12, -15, -18, -21]",-6,3,6,5,15,-496.6667,-4966.67,287,74.56,25.44,-17.31,2.93,-150.0,50.0,
1000,"[-8, -13, -18]",-8,5,3,5,15,-496.6667,-4966.67,208,66.35,33.65,-23.88,2.3,-150.0,50.0,
1000,"[-7, -10, -13, -16, -19]",-7,3,5,3,10,-496.8,-4968.0,352,60.23,39.77,-14.11,0.69,-100.0,12.0,
1000,"[-7, -10, -13, -16, -19]",-7,3,5,7,15,-497.0,-4970.0,212,65.09,34.91,-23.44,4.24,-150.0,70.0,
1000,"[-8, -13, -18]",-8,5,3,6,15,-497.0,-4970.0,197,63.45,36.55,-25.23,3.07,-150.0,60.0,
1000,"[-5, -10, -15, -20, -25]",-5,5,5,3,10,-497.6,-4976.0,514,67.51,32.49,-9.68,1.14,-100.0,12.0,
1000,"[-6, -9, -12, -15, -18, -21]",-6,3,6,5,10,-498.3333,-4983.33,368,51.09,48.91,-13.54,1.6,-100.0,25.0,
1000,"[-6, -9, -12, -15, -18, -21]",-6,3,6,7,15,-499.3333,-4993.33,234,67.95,32.05,-21.34,4.57,-150.0,70.0,
1000,"[-5, -9, -13]",-5,4,3,4,15,-499.6667,-4996.67,377,81.17,18.83,-13.25,2.51,-150.0,40.0,
1000,"[-6, -11, -16]",-6,5,3,7,15,-499.6667,-4996.67,227,66.96,33.04,-22.01,4.81,-150.0,70.0,
1000,"[-5, -10, -15, -20]",-5,5,4,4,15,-499.75,-4997.5,357,79.27,20.73,-14.0,2.75,-150.0,40.0,
1000,"[-7, -11, -15, -19]",-7,4,4,6,10,-500.5,-5005.0,302,40.4,59.6,-16.57,1.73,-100.0,30.0,
1000,"[-7, -10, -13, -16, -19, -22]",-7,3,6,5,10,-500.8333,-5008.33,320,47.19,52.81,-15.65,1.29,-100.0,16.67,
1000,"[-6, -11, -16]",-6,5,3,4,10,-501.3333,-5013.33,397,57.43,42.57,-12.63,1.24,-100.0,26.67,
1000,"[-6, -10, -14, -18, -22]",-6,4,5,3,10,-501.4,-5014.0,426,64.08,35.92,-11.77,0.87,-100.0,12.0,
1000,"[-8, -11, -14, -17]",-8,3,4,4,10,-502.0,-5020.0,271,43.17,56.83,-18.52,0.67,-100.0,20.0,
1000,"[-8, -13, -18]",-8,5,3,7,15,-502.3333,-5023.33,184,59.78,40.22,-27.3,3.88,-150.0,70.0,
1000,"[-7, -10, -13, -16, -19]",-7,3,5,6,15,-502.8,-5028.0,230,68.26,31.74,-21.86,3.39,-150.0,60.0,
1000,"[-7, -11, -15]",-7,4,3,3,10,-503.0,-5030.0,352,60.23,39.77,-14.29,0.69,-100.0,20.0,
1000,"[-8, -12, -16]",-8,4,3,4,10,-503.3333,-5033.33,271,43.17,56.83,-18.57,0.67,-100.0,26.67,
1000,"[-7, -10, -13]",-7,3,3,3,15,-504.0,-5040.0,304,81.58,18.42,-16.58,1.23,-150.0,30.0,
1000,"[-6, -10, -14, -18, -22, -26]",-6,4,6,6,10,-505.6667,-5056.67,339,45.13,54.87,-14.92,2.14,-100.0,20.0,
1000,"[-8, -11, -14, -17, -20]",-8,3,5,6,15,-507.0,-5070.0,198,63.64,36.36,-25.61,2.9,-150.0,60.0,
1000,"[-5, -8, -11, -14, -17]",-5,3,5,7,15,-507.4,-5074.0,248,70.16,29.84,-20.46,4.99,-150.0,70.0,
1000,"[-6, -10, -14, -18, -22, -26]",-6,4,6,5,10,-508.3333,-5083.33,360,48.89,51.11,-14.12,1.78,-100.0,16.67,
1000,"[-8, -11, -14, -17]",-8,3,4,3,15,-508.5,-5085.0,240,76.67,23.33,-21.19,1.23,-150.0,30.0,
1000,"[-8, -11, -14, -17, -20]",-8,3,5,5,15,-509.0,-5090.0,210,66.67,33.33,-24.24,2.25,-150.0,50.0,
1000,"[-6, -9, -12]",-6,3,3,4,15,-510.6667,-5106.67,326,79.14,20.86,-15.66,2.12,-150.0,40.0,
1000,"[-5, -8, -11, -14, -17]",-5,3,5,4,15,-511.4,-5114.0,382,81.41,18.59,-13.39,2.39,-150.0,40.0,
1000,"[-5, -9, -13]",-5,4,3,5,15,-511.6667,-5116.67,322,77.02,22.98,-15.89,3.38,-150.0,50.0,
1000,"[-6, -10, -14, -18]",-6,4,4,7,15,-511.75,-5117.5,232,67.67,32.33,-22.06,4.64,-150.0,70.0,
1000,"[-6, -10, -14]",-6,4,3,3,15,-512.0,-5120.0,365,83.56,16.44,-14.03,1.48,-150.0,30.0,
1000,"[-6, -9, -12, -15, -18, -21]",-6,3,6,7,10,-512.6667,-5126.67,331,43.81,56.19,-15.49,2.29,-100.0,35.0,
1000,"[-5, -9, -13]",-5,4,3,7,15,-515.0,-5150.0,240,69.17,30.83,-21.46,5.23,-150.0,70.0,
1000,"[-8, -13, -18]",-8,5,3,7,10,-515.3333,-5153.33,246,29.27,70.73,-20.95,1.5,-100.0,23.33,
1000,"[-5, -8, -11, -14, -17]",-5,3,5,3,10,-515.8,-5158.0,536,71.08,28.92,-9.62,0.98,-100.0,18.0,
1000,"[-6, -9, -12, -15, -18, -21]",-6,3,6,6,15,-516.0,-5160.0,252,70.24,29.76,-20.48,4.0,-150.0,60.0,
1000,"[-6, -9, -12, -15, -18, -21]",-6,3,6,6,10,-516.3333,-5163.33,346,46.53,53.47,-14.92,2.03,-100.0,30.0,
1000,"[-6, -9, -12, -15, -18]",-6,3,5,4,10,-517.2,-5172.0,403,59.55,40.45,-12.83,1.14,-100.0,24.0,
1000,"[-5, -8, -11, -14, -17, -20]",-5,3,6,4,10,-518.3333,-5183.33,470,62.13,37.87,-11.03,1.52,-100.0,20.0,
1000,"[-7, -10, -13, -16]",-7,3,4,4,15,-521.5,-5215.0,277,77.26,22.74,-18.83,1.92,-150.0,40.0,
1000,"[-6, -11, -16]",-6,5,3,6,15,-523.0,-5230.0,242,69.01,30.99,-21.61,4.18,-150.0,60.0,
1000,"[-6, -10, -14, -18]",-6,4,4,6,15,-525.0,-5250.0,252,70.24,29.76,-20.83,3.91,-150.0,60.0,
1000,"[-5, -9, -13, -17, -21]",-5,4,5,4,10,-526.4,-5264.0,463,61.34,38.66,-11.37,1.52,-100.0,16.0,
1000,"[-6, -9, -12]",-6,3,3,7,15,-527.6667,-5276.67,234,67.95,32.05,-22.55,4.57,-150.0,70.0,
1000,"[-8, -11, -14, -17]",-8,3,4,5,10,-528.75,-5287.5,262,37.02,62.98,-20.18,0.83,-100.0,25.0,
1000,"[-7, -11, -15, -19]",-7,4,4,4,15,-529.75,-5297.5,268,75.37,24.63,-19.77,2.18,-150.0,40.0,
1000,"[-5, -9, -13, -17]",-5,4,4,3,10,-531.25,-5312.5,531,70.62,29.38,-10.0,1.03,-100.0,15.0,
1000,"[-7, -10, -13]",-7,3,3,4,15,-533.0,-5330.0,277,77.26,22.74,-19.24,1.92,-150.0,40.0,
1000,"[-8, -11, -14, -17, -20]",-8,3,5,7,15,-535.4,-5354.0,187,59.89,40.11,-28.63,3.64,-150.0,70.0,
1000,"[-8, -11, -14, -17]",-8,3,4,6,10,-535.5,-5355.0,258,34.11,65.89,-20.76,1.11,-100.0,30.0,
1000,"[-6, -10, -14, -18]",-6,4,4,5,15,-536.25,-5362.5,278,73.38,26.62,-19.29,3.16,-150.0,50.0,
1000,"[-6, -11, -16]",-6,5,3,5,15,-536.6667,-5366.67,267,72.28,27.72,-20.1,3.44,-150.0,50.0,
1000,"[-8, -12, -16]",-8,4,3,5,10,-536.6667,-5366.67,262,37.02,62.98,-20.48,0.83,-100.0,33.33,
1000,"[-8, -12, -16]",-8,4,3,6,10,-536.6667,-5366.67,258,34.11,65.89,-20.8,1.11,-100.0,40.0,
1000,"[-6, -9, -12, -15]",-6,3,4,3,15,-537.0,-5370.0,363,84.02,15.98,-14.79,1.5,-150.0,30.0,
1000,"[-5, -8, -11, -14, -17]",-5,3,5,6,15,-538.2,-5382.0,283,73.5,26.5,-19.02,4.11,-150.0,60.0,
1000,"[-5, -8, -11, -14, -17, -20]",-5,3,6,6,10,-540.0,-5400.0,391,51.66,48.34,-13.81,2.31,-100.0,30.0,
1000,"[-6, -9, -12, -15, -18]",-6,3,5,4,15,-540.0,-5400.0,327,79.2,20.8,-16.51,2.1,-150.0,40.0,
1000,"[-6, -10, -14, -18, -22]",-6,4,5,4,10,-540.4,-5404.0,397,57.43,42.57,-13.61,1.25,-100.0,16.0,
1000,"[-7, -10, -13, -16, -19, -22]",-7,3,6,6,10,-541.0,-5410.0,303,40.59,59.41,-17.85,1.72,-100.0,20.0,
1000,"[-7, -10, -13, -16]",-7,3,4,5,15,-543.75,-5437.5,258,73.64,26.36,-21.08,2.47,-150.0,50.0,
1000,"[-5, -8, -11, -14, -17, -20]",-5,3,6,7,10,-544.0,-5440.0,361,47.65,52.35,-15.07,2.61,-100.0,35.0,
1000,"[-7, -10, -13, -16, -19, -22]",-7,3,6,7,10,-544.0,-5440.0,291,37.46,62.54,-18.69,1.97,-100.0,23.33,
1000,"[-7, -10, -13]",-7,3,3,5,15,-545.0,-5450.0,258,73.64,26.36,-21.12,2.47,-150.0,50.0,
1000,"[-6, -9, -12]",-6,3,3,5,15,-548.3333,-5483.33,286,74.48,25.52,-19.17,2.95,-150.0,50.0,
1000,"[-5, -8, -11, -14, -17]",-5,3,5,5,15,-550.0,-5500.0,325,76.92,23.08,-16.92,3.33,-150.0,50.0,
1000,"[-5, -8, -11, -14, -17, -20]",-5,3,6,5,10,-552.5,-5525.0,420,55.48,44.52,-13.15,2.04,-100.0,25.0,
1000,"[-8, -11, -14, -17]",-8,3,4,4,15,-555.0,-5550.0,227,72.25,27.75,-24.45,1.74,-150.0,40.0,
1000,"[-5, -8, -11, -14]",-5,3,4,7,15,-555.25,-5552.5,248,70.16,29.84,-22.39,5.0,-150.0,70.0,
1000,"[-7, -11, -15]",-7,4,3,4,10,-557.3333,-5573.33,336,52.68,47.32,-16.59,0.98,-100.0,26.67,
1000,"[-5, -9, -13, -17, -21]",-5,4,5,5,10,-559.0,-5590.0,417,55.4,44.6,-13.41,2.01,-100.0,20.0,
1000,"[-6, -9, -12]",-6,3,3,6,15,-559.0,-5590.0,252,70.24,29.76,-22.18,4.0,-150.0,60.0,
1000,"[-8, -11, -14, -17]",-8,3,4,7,10,-560.25,-5602.5,246,29.27,70.73,-22.77,1.48,-100.0,35.0,
1000,"[-8, -12, -16]",-8,4,3,7,10,-560.6667,-5606.67,246,29.27,70.73,-22.79,1.5,-100.0,46.67,
1000,"[-7, -10, -13, -16, -19]",-7,3,5,4,10,-561.2,-5612.0,336,52.68,47.32,-16.7,0.98,-100.0,16.0,
1000,"[-7, -11, -15]",-7,4,3,3,15,-562.0,-5620.0,299,80.94,19.06,-18.8,1.44,-150.0,30.0,
1000,"[-5, -10, -15, -20, -25]",-5,5,5,6,10,-564.8,-5648.0,380,50.0,50.0,-14.86,2.43,-100.0,24.0,
1000,"[-5, -10, -15, -20, -25]",-5,5,5,7,10,-566.4,-5664.0,348,45.69,54.31,-16.28,2.77,-100.0,28.0,
1000,"[-5, -10, -15]",-5,5,3,3,15,-567.0,-5670.0,432,84.49,15.51,-13.12,1.79,-150.0,30.0,
1000,"[-5, -9, -13, -17, -21]",-5,4,5,6,10,-567.2,-5672.0,387,51.16,48.84,-14.66,2.34,-100.0,24.0,
1000,"[-7, -11, -15, -19]",-7,4,4,5,15,-568.75,-5687.5,242,70.66,29.34,-23.5,2.85,-150.0,50.0,
1000,"[-6, -11, -16]",-6,5,3,7,10,-570.6667,-5706.67,325,42.77,57.23,-17.56,2.38,-100.0,46.67,
1000,"[-5, -8, -11, -14]",-5,3,4,4,15,-571.0,-5710.0,382,81.41,18.59,-14.95,2.39,-150.0,40.0,
1000,"[-5, -10, -15]",-5,5,3,7,15,-575.6667,-5756.67,245,69.8,30.2,-23.5,5.1,-150.0,70.0,
1000,"[-5, -9, -13, -17, -21]",-5,4,5,7,10,-577.2,-5772.0,352,46.31,53.69,-16.4,2.71,-100.0,28.0,
1000,"[-7, -10, -13, -16]",-7,3,4,7,15,-577.75,-5777.5,212,65.09,34.91,-27.25,4.25,-150.0,70.0,
1000,"[-7, -11, -15]",-7,4,3,5,10,-578.3333,-5783.33,319,47.02,52.98,-18.13,1.29,-100.0,33.33,
1000,"[-5, -10, -15, -20, -25]",-5,5,5,5,10,-581.0,-5810.0,403,52.85,47.15,-14.42,2.17,-100.0,20.0,
1000,"[-8, -12, -16]",-8,4,3,3,15,-581.0,-5810.0,233,73.82,26.18,-24.94,1.35,-150.0,30.0,
1000,"[-5, -10, -15, -20, -25]",-5,5,5,4,10,-581.6,-5816.0,445,57.75,42.25,-13.07,1.71,-100.0,16.0,
1000,"[-6, -9, -12, -15, -18]",-6,3,5,5,15,-582.0,-5820.0,287,74.56,25.44,-20.28,2.93,-150.0,50.0,
1000,"[-6, -9, -12, -15, -18]",-6,3,5,7,15,-582.6,-5826.0,234,67.95,32.05,-24.9,4.57,-150.0,70.0,
1000,"[-6, -9, -12, -15]",-6,3,4,3,10,-583.0,-5830.0,434,66.36,33.64,-13.43,0.81,-100.0,22.5,
1000,"[-6, -9, -12, -15, -18]",-6,3,5,5,10,-586.0,-5860.0,368,51.09,48.91,-15.92,1.6,-100.0,30.0,
1000,"[-7, -10, -13]",-7,3,3,7,15,-587.3333,-5873.33,212,65.09,34.91,-27.7,4.25,-150.0,70.0,
1000,"[-7, -10, -13, -16]",-7,3,4,6,15,-588.0,-5880.0,230,68.26,31.74,-25.57,3.39,-150.0,60.0,
1000,"[-5, -10, -15]",-5,5,3,6,15,-589.0,-5890.0,280,73.21,26.79,-21.04,4.23,-150.0,60.0,
1000,"[-6, -10, -14, -18, -22]",-6,4,5,7,10,-589.4,-5894.0,327,43.12,56.88,-18.02,2.37,-100.0,28.0,
1000,"[-5, -8, -11, -14]",-5,3,4,6,15,-589.5,-5895.0,283,73.5,26.5,-20.83,4.11,-150.0,60.0,
1000,"[-7, -10, -13, -16, -19]",-7,3,5,5,10,-591.0,-5910.0,320,47.19,52.81,-18.47,1.29,-100.0,20.0,
1000,"[-6, -11, -16]",-6,5,3,6,10,-594.6667,-5946.67,337,44.81,55.19,-17.65,2.15,-100.0,40.0,
1000,"[-8, -11, -14]",-8,3,3,3,15,-595.0,-5950.0,240,76.67,23.33,-24.79,1.23,-150.0,30.0,
1000,"[-6, -10, -14]",-6,4,3,4,15,-596.3333,-5963.33,317,78.23,21.77,-18.81,2.27,-150.0,40.0,
1000,"[-8, -12, -16]",-8,4,3,5,15,-596.6667,-5966.67,207,66.18,33.82,-28.82,2.42,-150.0,50.0,
1000,"[-7, -11, -15, -19]",-7,4,4,7,15,-597.0,-5970.0,201,62.69,37.31,-29.7,4.46,-150.0,70.0,
1000,"[-8, -11, -14]",-8,3,3,3,10,-598.0,-5980.0,277,48.74,51.26,-21.59,0.48,-100.0,20.0,
1000,"[-6, -11, -16]",-6,5,3,5,10,-598.3333,-5983.33,360,48.89,51.11,-16.62,1.78,-100.0,33.33,
1000,"[-7, -11, -15, -19]",-7,4,4,6,15,-601.5,-6015.0,222,66.22,33.78,-27.09,3.74,-150.0,60.0,
1000,"[-6, -9, -12, -15, -18]",-6,3,5,6,15,-602.4,-6024.0,252,70.24,29.76,-23.9,4.0,-150.0,60.0,
1000,"[-6, -9, -12, -15, -18]",-6,3,5,7,10,-603.2,-6032.0,331,43.81,56.19,-18.22,2.29,-100.0,42.0,
1000,"[-7, -10, -13, -16]",-7,3,4,3,10,-603.5,-6035.0,352,60.23,39.77,-17.14,0.69,-100.0,15.0,
1000,"[-6, -10, -14, -18, -22]",-6,4,5,6,10,-604.8,-6048.0,339,45.13,54.87,-17.84,2.14,-100.0,24.0,
1000,"[-7, -10, -13]",-7,3,3,6,15,-605.0,-6050.0,230,68.26,31.74,-26.3,3.4,-150.0,60.0,
1000,"[-6, -10, -14, -18, -22]",-6,4,5,5,10,-606.0,-6060.0,360,48.89,51.11,-16.83,1.78,-100.0,20.0,
1000,"[-6, -10, -14]",-6,4,3,7,15,-607.0,-6070.0,232,67.67,32.33,-26.16,4.64,-150.0,70.0,
1000,"[-5, -8, -11, -14]",-5,3,4,5,15,-607.5,-6075.0,325,76.92,23.08,-18.69,3.33,-150.0,50.0,
1000,"[-6, -9, -12, -15, -18]",-6,3,5,6,10,-607.6,-6076.0,346,46.53,53.47,-17.56,2.03,-100.0,36.0,
1000,"[-5, -8, -11, -14, -17]",-5,3,5,4,10,-608.0,-6080.0,470,62.13,37.87,-12.94,1.52,-100.0,24.0,
1000,"[-8, -11, -14, -17]",-8,3,4,6,15,-608.25,-6082.5,198,63.64,36.36,-30.72,2.9,-150.0,60.0,
1000,"[-8, -12, -16]",-8,4,3,7,15,-608.3333,-6083.33,184,59.78,40.22,-33.06,3.95,-150.0,70.0,
1000,"[-8, -12, -16]",-8,4,3,6,15,-609.0,-6090.0,197,62.94,37.06,-30.91,3.06,-150.0,60.0,
1000,"[-8, -11, -14, -17]",-8,3,4,5,15,-610.0,-6100.0,210,66.67,33.33,-29.05,2.25,-150.0,50.0,
1000,"[-8, -12, -16]",-8,4,3,4,15,-612.3333,-6123.33,221,69.68,30.32,-27.71,1.85,-150.0,40.0,
1000,"[-6, -10, -14, -18]",-6,4,4,3,10,-614.25,-6142.5,426,64.08,35.92,-14.42,0.87,-100.0,15.0,
1000,"[-5, -10, -15, -20]",-5,5,4,3,10,-614.5,-6145.0,514,67.51,32.49,-11.96,1.14,-100.0,15.0,
1000,"[-5, -10, -15]",-5,5,3,5,15,-618.3333,-6183.33,313,76.04,23.96,-19.76,3.55,-150.0,50.0,
1000,"[-5, -8, -11, -14]",-5,3,4,3,10,-619.75,-6197.5,536,71.08,28.92,-11.56,0.98,-100.0,22.5,
1000,"[-6, -9, -12, -15]",-6,3,4,4,10,-624.0,-6240.0,403,59.55,40.45,-15.48,1.14,-100.0,30.0,
1000,"[-6, -10, -14]",-6,4,3,6,15,-629.0,-6290.0,252,70.24,29.76,-24.96,3.91,-150.0,60.0,
1000,"[-8, -11, -14]",-8,3,3,4,10,-632.6667,-6326.67,271,43.17,56.83,-23.35,0.67,-100.0,26.67,
1000,"[-6, -9, -12, -15]",-6,3,4,4,15,-633.0,-6330.0,327,79.2,20.8,-19.36,2.1,-150.0,40.0,
